Symbol	Description
IMPT	Industrial Multi Propert
IMT	Imperial Tobacco Group Plc
IMTK	Imaginatik Plc
IMV	Ishares Vi Plc (The Comp
INAA	Ishares Plc
INB	Interbulk Group Plc
INCH	Inchcape Plc
IND	Indigovision Group Plc
INDG	UBS Ag
INDI	Indus Gas Limited
INDL	Multi Units France
INDO	Multi Units France
INDP	Lyxor International Asse
INDS	Lyxor International Asse
INDU	UBS Ag
INDV	Indivior Plc
INDW	Multi Units Luxembourg
INF	Informa Plc
INFA	Infrastrata Plc
INFI	Infinis Energy Plc
INFR	Ishares II Plc
INL	Inland Homes Plc
INLD	Ishares V Public Limited Company
INLZ	Inland Zdp Plc
INM	Independent News & Media Plc
INPP	International Public Partnerships Ld
INRG	Ishares II Plc
INRL	Lyxor International Asse
INRU	Lyxor International Asse
INS	Instem Plc
INSE	Inspired Energy Plc
INSP	Inspirit Energy Holdings
INTQ	Internetq Plc
INTU	Intu Properties Plc
INUG	Multi Units Luxembourg
INV	Investment Company Plc
INVP	Investec Plc
INVR	Investec Plc
INXG	Ishares II Plc
IOF	Iofina Plc
IOG	Independent Oil & Gas Pl
IOGP	Ishares V Public Limited Company
IOM	Iomart Group Plc
ION1	Iona Environmental Vct P
IONB	Iona Environmental Vct Plc
IPDM	Ishares Physical Metals Plc
IPE	Invesco Perpetual Enhanc
IPEL	Impellam Group Plc
IPF	International Personal Finance Plc
IPF1	International Personal F
IPLT	Ishares Physical Metals Plc
IPO	Ip Group Plc
IPOIV	FTSE Renaissance Ipo ETF
IPOL	Ishares V Public Limited Company
IPOS	FTSE Renaissance US Ipo Index
IPOSAP	FTSE Renaissance Asia Pacific Ex Japan I
IPOSC	FTSE Renaissance US Ipo Capped Index
IPOSCN	FTSE Renaissance Canada Ipo Index
IPOSE	FTSE Renaissance EMEA Ipo Index
IPOSEC	FTSE Renaissance EMEA Ipo Capped Index
IPOSEM	FTSE Renaissance Emerging Markets Ipo
IPOSG	FTSE Renaissance Global Ipo Index
IPOSGC	FTSE Renaissance Global Ipo Capped Index
IPOSHKT	FTSE Renaissance Hong Kong/China Top Ipo
IPOSLM	FTSE Renaissance Latin America Ipo Index
IPOSNA	FTSE Renaissance North America Ipo Index
IPOST	FTSE Renaissance US Ipo Investable Index
IPOSXJ	FTSE Renaissance Global Ex Japan Ipo Ind
IPOSXU	FTSE Renaissance Global Ex US Ipo Index
IPOUSA	Renaissance Ipo Index
IPOX	Renaissance Internationa
IPOXUS	Ipox US Index
IPOXUSN	Ipox US Net Return Index
IPP	Ipplus Plc
IPRP	Ishares Plc
IPRV	Ishares II Plc
IPU	Invesco Perpetual UK Smaller Companies I
IPX	Impax Asset Management Group Plc
IPXJ	Ishares III Plc
IQE	Iqe Plc
IRAO	Open Joint Stock Company
IRCP	Ishares V Public Limited
IRG	Independent Resources Plc
IRHC	Ishares V Public Limited
IRON	Ironveld Plc
IRR	Ironridge Resources Limi
IRSA	Ishares III Plc
IRV	Interserve Plc
IS15	Ishares Plc
ISAC	Ishares V Public Limited Company
ISAG	Ishares V Public Limited Company
ISAT	Inmarsat Plc
ISBB	Ishares III Plc
ISDE	Ishares II Plc
ISDU	Ishares II Plc
ISDW	Ishares II Plc
ISEM	Ishares II Plc
ISEQ	Wisdomtree Issuer Plc
ISF	Ishares Plc
ISFE	Ishares II Plc
ISFR	Ishares IV Plc
ISG	Interior Services Group Plc
ISJP	Ishares III Plc
ISL	Is Solutions Plc
ISLN	Ishares Physical Metals Plc
ISP	Investec Structured Products Calculus Vc
ISP6	Ishares III Plc
ISPC	Investec Structured Products Calculus Vc
ISPY	Go Ucits ETF Solutions Plc
ISQE	Wisdomtree Issuer Plc
ISUS	Ishares II Plc
ISWD	Ishares II Plc
ISXF	Ishares III Plc
ITE	Ite Group Plc
ITEC	SSGA SPDR ETFS Europe II
ITGOVP01	FTSE Italy Government To
ITKY	Ishares II Plc
ITM	Itm Power Plc
ITPS	Ishares II Plc
ITQ	Interquest Group Plc
ITRK	Intertek Group Plc
ITV	Itv Plc
ITWN	Ishares Plc
IUAG	Ishares II Plc
IUHC	Ishares V Public Limited Company
IUKD	Ishares Plc
IUKP	Ishares II Plc
IUSA	Ishares Plc
IUSE	Ishares V Public Limited Company
IUSP	Ishares II Plc
IVI	Invesco Income Growth Trust Plc
IVO	Imperial Innovations Group Plc
IVPB	Invesco Perpetual Select Trust Plc
IVPG	Invesco Perpetual Select Trust Plc
IVPM	Invesco Perpetual Select Trust Plc
IVPU	Invesco Perpetual Select Trust Plc
IWDA	Ishares III Plc
IWDE	Ishares V Public Limited Company
IWDP	Ishares II Plc
IWFM	Ishares IV Plc
IWFQ	Ishares IV Plc
IWFS	Ishares IV Plc
IWFV	Ishares IV Plc
IWMO	Ishares IV Plc
IWQU	Ishares IV Plc
IWRD	Ishares Plc
IWSZ	Ishares IV Plc
IWVL	Ishares IV Plc
IXI	Ixico Plc
JAI	Jpmorgan Asian Investement Trust Plc
JAM	Jpmorgan American Investment Trust Plc
JAPAN	FTSE All-World Index Japan
JCH	Jpmorgan Claverhouse Investment Trust Pl
JD	John David Group
JDG	Judges Scientific Plc
JDT	Jupiter Dividend & Growth Trust Plc
JDTC	Jupiter Dividend & Growth Trust Plc
JDTZ	Jupiter Dividend & Growth Trust Plc
JDW	Wetherspoon [ J.D.] Plc
JE	Just Eat
JEL	Jersey Electricity Plc
JEMI	Jpmorgan Global Emerging Markets Income
JEO	Jupiter European Opportunities Trust Plc
JESC	Jpmorgan Euro Small Co. Trust Plc
JETG	Jpmorgan European Investment Trust Plc
JETI	Jpmorgan European Investment Trust Plc
JFJ	Jpmorgan Japanese Investment Trust Plc
JGBS	Multi Units France
JGC	Jupiter Green Investment Trust Plc
JGCI	Jpmorgan Global Converti
JHD	James Halstead Plc
JIGC	Jpmorgan Income & Growth Investment Trus
JIGI	Jpmorgan Income & Growth Investment Trus
JIGU	Jpmorgan Income & Growth Investment Trus
JII	Jpmorgan Indian Investment Trust Plc
JIL	Juridica Investments Limited
JIM	Jarvis Securities Plc
JKX	Jkx Oil & Gas Plc
JLEN	John Laing Environmental
JLF	Jelf Group Plc
JLG	John Laing Group Plc
JLH	John Lewis of Hungerford Plc
JLIF	John Laing Infrastructure Fund Limited
JLP	Jubilee Platinum Plc
JLT	Jardine Lloyd Thompson Group Plc
JMAT	Johnson Matthey Plc
JMC	Jpmorgan Chinese Investment Trust Plc
JMF	Jpmorgan Mid Capital Investment Trust Pl
JMG	Jpmorgan Emerging Markets Investment Tru
JMI	Jpmorgan Smaller Companies Investment TR
JMIS	Jpmorgan Smaller Compani
JMO	Jpmorgan Overseas Investment Trust Plc
JNKE	SSGA SPDR ETFS Europe I Plc
JNKS	SSGA SPDR ETFS Europe I
JNY	Journey Group Plc
JOG	Jersey Oil and Gas Plc
JP05	Sga Societe Generale Acc
JPB	Jpmorgan Brazil Investment Trust Plc
JPE	Jpmorgan Elect Plc
JPEC	Jpmorgan Elect Plc
JPEI	Jpmorgan Elect Plc
JPEL	J.P. Morgan Private Equity Ld
JPEX	Source Markets Public Li
JPG	Jupiter Primadona Growth Trust Plc
JPGB	ETFS Foreign Exchange Limited
JPHG	Amundi ETF
JPHU	Amundi ETF
JPI	Jpmorgan Income & Capital Trust Plc
JPIU	Jpmorgan Income & Capital Trust Plc
JPIZ	Jpmorgan Income & Capital Trust Plc
JPM	Jpmorgan Chase & Co
JPNL	Lyxor International Asse
JPNU	Lyxor International Asse
JPNY	Amundi ETF
JPP3	ETFS Foreign Exchange Li
JPR	Johnston Press Plc
JPRL	Jupiter Energy Limited
JPS	Jpmorgan Japan Smaller Co Tst Plc
JPSL	Jpmorgan Senior Secured
JPSR	UBS ETF
JPSS	Jpmorgan Japan Smaller C
JPSZ	J.P. Morgan Private Equity Ld
JPX4	Multi Units France
JPXG	Multi Units France
JPXU	Multi Units France
JPXX	Multi Units France
JPYP	ETFS Foreign Exchange Limited
JQW	Jqw Plc
JRG	Just Retirement Group Pl
JRIC	Japan Residential Investment Company Lim
JRS	Jpmorgan Russian Securities Plc
JSG	Johnson Service Group Plc
JSI	Jiasen International Hol
JUB	Jubilant Energy N.V
JUP	Jupiter Fund Management Plc
JUS	Jupiter US Smaller Compa
JUSC	Jpmorgan US Smaller Co. Inv Tst Plc
JWNG	Jaywing Plc
JZCC	Jz Capital Partners Limi
JZCN	Jz Capital Partners Limited
JZCP	Jz Capital Partners Limited
JZCZ	Jz Capital Partners Limited
KAY	Kings Arms Yard Vct Plc
KAZ	Kazakhmys Plc
KBC	Kbc Advanced Technologies Plc
KBE	Kimberly Enterprises N.V.
KBT	K3 Business Technology Group Plc
KCEL	Kcell Joint Stock Compan
KCOM	Kcom Group Plc
KCR	K&C REIT Plc
KDR	Karelian Diamond Resources Plc
KEA	Kea Petroleum Plc
KEFI	Kefi Minerals Plc
KEM	Kemin Resources Plc
KEMPIV	Kraneshares FTSE Emergin
KENV	Kennedy Ventures Plc
KGF	Kingfisher Plc
KGLD	Kolar Gold Limited
KGP	Kingspan Group Plc
KIBO	Kibo Mining Plc
KIE	Kier Group Plc
KIT	Keystone Investment Trust Plc
KKB	Jsc Kazkommertsbank
KLBT	Kalibrate Technologies P
KLN	Kellan Group [The] Plc
KLR	Keller Group Plc
KMCA	Komercni Banka A.S.
KMG	Jsc Kazmunaigas Explorat
KMK	Kromek Group Plc
KMR	Kenmare Resources Plc
KNM	Konami Corporation
KNOS	Kainos Group Plc
KOD	Kodal Minerals Plc
KOOV	Koovs Plc
KRW	Lyxor International Asse
KRWL	Lyxor International Asse
KSK	Ksk Power Ventur Plc
KUBC	Kubera Cross-Border Fund Limited
KUL	Kuala Limited
KWE	Kennedy Wilson Real Esta
KWS	Keywords Studios Plc
KYGA	Kerry Group Plc
L100	Multi Units France
L250	Multi Units France
L6EW	Ossiam Lux
LAD	Ladbrokes Plc
LAD2	Ladbrokes Group Finance
LAGR	ETFS Commodity Securities Limited
LAKE	Lakehouse Plc
LALL	ETFS Commodity Securities Limited
LALU	ETFS Commodity Securities Limited
LAM	Lamprell Plc
LAND	Land Securities Group Plc
LAS	London & Associated Properties Plc
LAU3	ETFS Foreign Exchange Li
LAUD	ETFS Foreign Exchange Limited
LAUS	Multi Units Luxembourg
LAUU	Multi Units Luxembourg
LB1G	Lbg Capital No.1 Plc
LB1I	Lbg Capital No.1 Plc
LB2A	Lbg Capital No.2 Plc
LB2I	Lbg Capital No.2 Plc
LB2N	Lbg Capital No.2 Plc
LB2Q	Lbg Capital No.2 Plc
LB2R	Lbg Capital No.2 Plc
LB2S	Lbg Capital No.2 Plc
LBB	Litebulb Group Ltd
LBG2	Lloyds Bank Plc
LBOW	Icg-Longbow Senior Secur
LBRT	ETFS Commodity Securities Limited
LBS	Leeds Building Society
LBUL	ETFS Commodity Securities Limited
LC05	Sga Societe Generale Acc
LC11	Sga Societe Generale Acc
LC12	Sga Societe Generale Acc
LC17	Sga Societe Generale Acc
LC18	Sga Societe Generale Acc
LC19	Sga Societe Generale Acc
LC21	Sga Societe Generale Acc
LC36	Sga Societe Generale Acc
LC37	Sga Societe Generale Acc
LC39	Sga Societe Generale Acc
LC44	Sga Societe Generale Acc
LC49	Sga Societe Generale Acc
LC55	Sga Societe Generale Acc
LC59	Sga Societe Generale Acc
LC64	Sga Societe Generale Acc
LCAD	ETFS Foreign Exchange Limited
LCAN	Multi Units Luxembourg
LCAU	Multi Units Luxembourg
LCFE	ETFS Commodity Securities Limited
LCG	London Capital Group Holdings Plc
LCHF	ETFS Foreign Exchange Limited
LCNP	ETFS Foreign Exchange Limited
LCNY	ETFS Foreign Exchange Limited
LCOC	ETFS Commodity Securities Limited
LCOE	UBS Ag
LCOG	UBS Ag
LCOM	ETFS Foreign Exchange Li
LCOP	ETFS Commodity Securities Limited
LCOR	ETFS Commodity Securities Limited
LCOU	UBS Ag
LCPE	Ossiam Lux
LCRW	Ossiam Lux
LCTO	ETFS Commodity Securities Limited
LDCU	Pimco Fixed Income Sourc
LDIV	Multi Units France
LDP	Leed Resources Plc
LDSG	Leeds Group Plc
LEAF	Leaf Clean Energy Company
LED	Led International Holdings Limited
LEED	ETFS Commodity Securities Limited
LEG	Legendary Investments Plc
LEK	Lekoil Limited
LEMB	Multi Units France
LEMD	Lyxor International Asse
LEML	Lyxor International Asse
LEMV	Ossiam Lux
LEU3	ETFS Foreign Exchange Li
LEU5	Sg Issuer
LEUR	ETFS Foreign Exchange Limited
LFAS	Multi Units France
LFI	London Finance & Investment Group Plc
LGAS	ETFS Commodity Securities Limited
LGB3	ETFS Foreign Exchange Li
LGB5	Sg Issuer
LGBB	ETFS Foreign Exchange Li
LGBP	ETFS Foreign Exchange Limited
LGCD	Lg Chem Ld
LGCF	Source Markets Public Limited Company
LGCU	Source Markets Public Limited Company
LGEN	Legal & General Group Plc
LGLD	Lg Electronics Inc
LGO	Leni Gas & Oil Plc
LGRA	ETFS Commodity Securities Limited
LGT	Lighthouse Group Plc
LHEA	ETFS Commodity Securities Limited
LID	Lidco Group Plc
LIFE	Life Science Developments Limited
LIME	ETFS Commodity Securities Limited
LINP	ETFS Foreign Exchange Limited
LINR	ETFS Foreign Exchange Limited
LIO	Liontrust Asset Management Plc
LIV	Livermore Investments Group Limited
LIVD	UBS Ag
LIVE	UBS Ag
LIVN	Livanova Plc
LIX	FTSE Actuaries 350 Low Yield
LJP3	ETFS Foreign Exchange Li
LJP5	Sg Issuer
LJPY	ETFS Foreign Exchange Limited
LKCS	Lucky Cement Limited
LKOD	Lukoil (Oao)
LKOH	Lukoil [Oao]
LKUU	Multi Units France
LKUW	Multi Units France
LLCT	ETFS Commodity Securities Limited
LLD2	Lloyds Banking Group Plc
LLD6	Lloyds Banking Group Plc
LLEA	ETFS Commodity Securities Limited
LLHO	ETFS Commodity Securities Limited
LLOY	Lloyds Banking Group Plc
LLPC	Lloyds Banking Group Plc
LLPD	Lloyds Banking Group Plc
LLPE	Lloyds Banking Group Plc
LLST	ETFS Commodity Securities Limited
LME	Limitless Earth Plc
LMI	Lonmin Plc
LMIN	Lonmin Plc
LMMV	Ossiam Lux
LMP	Londonmetric Property Pl
LMS	Lms Capital Plc
LND	Landore Resources Limited
LNEY	ETFS Commodity Securities Limited
LNGA	ETFS Commodity Securities Limited
LNIK	ETFS Commodity Securities Limited
LNOK	ETFS Foreign Exchange Limited
LNRG	ETFS Commodity Securities Limited
LNTA	Lenta Ltd
LNTR	Lenta Ltd
LNZD	ETFS Foreign Exchange Limited
LOCE	Go Ucits ETF Solutions P
LOCG	Go Ucits ETF Solutions P
LOCL	Go Ucits ETF Solutions P
LOGP	Lansdowne Oil & Gas Plc
LOIL	ETFS Commodity Securities Limited
LOK	Lok'n Store Group Plc
LOOK	Lookers Plc
LOTS	Lotte Shopping Co. Ltd.
LOWE	SSGA SPDR ETFS Europe II
LOWV	SSGA SPDR ETFS Europe I
LPA	Lpa Group Plc
LPET	ETFS Commodity Securities Limited
LPLA	ETFS Commodity Securities Limited
LPMT	ETFS Commodity Securities Limited
LQDE	Ishares Plc
LQDG	Ishares Plc
LQDH	Ishares Plc
LRD	Laird Plc
LRE	Lancashire Holdings Limited
LRM	Lombard Risk Management Plc
LSC	London Security Plc
LSE	London Stock Exchange Group Plc
LSE1	London Stock Exchange Gr
LSEK	ETFS Foreign Exchange Limited
LSFT	ETFS Commodity Securities Limited
LSIC	Lifeline Scientific Inc
LSIL	ETFS Commodity Securities Limited
LSL	Lsl Property Services Plc
LSLI	London & ST Lawrence Investment Company
LSOB	ETFS Commodity Securities Limited
LSPU	Multi Units Luxembourg
LSPX	Multi Units Luxembourg
LSR	The Local Shopping REIT Plc
LSRG	Ojsc Lsr Group
LSUG	ETFS Commodity Securities Limited
LSYO	ETFS Commodity Securities Limited
LTAM	Ishares II Plc
LTG	Learning Technologies Gr
LTHM	Latham [James] Plc
LTHP	Latham [James] Plc
LTI	Lindsell Train Investment Trust Plc
LTIM	ETFS Commodity Securities Limited
LTML	Lyxor International Asse
LTMU	Lyxor International Asse
LTNG	Codeis Securities Sa
LTOD	Larsen and Toubro Limite
LTTD	Lite-On Technology Corpo
LUK2	Go Ucits ETF Solutions P
LUMV	Ossiam Lux
LUSB	ETFS Foreign Exchange Li
LVD	Lavendon Group Plc
LVSG	UBS Ag
LWB	Low & Bonar Plc
LWCG	Amundi ETF
LWCU	Amundi ETF
LWDB	Law Debenture Corporation Plc
LWEA	ETFS Commodity Securities Limited
LWI	Lowland Investment Company Plc
LWMV	Ossiam Lux
LWRF	Lightwaverf Plc
LXB	Lxb Retail Properties Plc
LYXV	Lyxor Index Fund
LZIC	ETFS Commodity Securities Limited
M0EB	FTSE Euromid Eurobloc
M0X	FTSE Euromid
M0XU	FTSE Euromid Ex UK
MAB	Mitchells & Butlers Plc
MAB1	Mortgage Advice Bureau (
MAC	Marechale Capital Plc
MACC	Macromac Plc
MACF	Macfarlane Group Plc
MAFL	Mineral & Financial Investment Ltd.
MAGI	SSGA SPDR ETFS Europe II
MAGP	Magnolia Petroleum Plc
MAI	Maintel Holdings Plc
MAIL	Mail.Ru Group Limited
MAJE	Majedie Investments Plc
MALD	Lyxor International Asse
MALL	Lyxor International Asse
MANX	Manx Telecom Plc
MARL	Mariana Resources Limited
MARS	Marston's Plc
MASA	Masawara Plc
MATD	Petro Matad Limited
MATG	Multi Units Luxembourg
MATL	Lyxor International Asse
MATU	Lyxor International Asse
MATW	Multi Units Luxembourg
MAV4	Maven Income & Growth Vc
MAVD	Magyar Telekom Telecommu
MAW	Maruwa Co. Ltd
MAYA	Mayair Group Plc
MBH	Michelmersh Brick Holdings Plc
MBO	Mobilityone Limited
MBSP	Manchester Building Society
MBSR	Manchester Building Society
MBT	Mobile Tornado Group Plc
MCAP	Retail Charity Bonds Plc
MCB	Mcbride Plc
MCGN	Microgen Plc
MCIX	FTSE Mid 250 [Exit]
MCKS	Mckay Securities Plc
MCLS	Mccoll's Retail Group Pl
MCO	Martinco Plc
MCON	Mincon Group Plc
MCP	Martin Currie Pacific Trust Plc
MCRO	Micro Focus International Plc
MCS	Mccarthy & Stone Plc
MCT	Middlefield Canadian Income Pcc
MCX	FTSE Mid 250
MCXI1X	FTSE 250 Daily Short Str
MCXI2X	FTSE 250 Daily Super Sho
MCXI3X	FTSE 250 Daily Ultra Sho
MCXL2X	FTSE 250 Daily Leveraged
MCXL3X	FTSE 250 Daily Super Lev
MCXL4X	FTSE 250 Daily Ultra Lev
MCXNUK	FTSE 250 Net Dividend Index
MCXNUKEU	FTSE 250 Net Tax EUR Ind
MDMG	MD Medical Group Investm
MDZ	Mediazest Plc
MED	Medaphor Group Plc
MED1	FTSE Med 100
MEDI	Medilink-Global UK Limited
MEL	Mitsubishi Electric Corporation
MELG	Multi Units Luxembourg
MER	Mears Group Plc
MERC	Mercia Technologies Plc
MERL	Merlin Entertainments Pl
MES	Messaging International Plc
METL	Multi Units Luxembourg
MEUD	Lyxor Index Fund
MEUG	Lyxor International Asse
MEUU	Lyxor International Asse
MEXI	Multi Units France
MEXL	Multi Units France
MF01	Societe Generale Effekte
MF02	Societe Generale Effekte
MF04	Societe Generale Effekte
MF10	Societe Generale Effekte
MF11	Societe Generale Effekte
MF18	Societe Generale Effekte
MF19	Societe Generale Effekte
MF21	Societe Generale Effekte
MF23	Societe Generale Effekte
MF24	Societe Generale Effekte
MF28	Societe Generale Effekte
MF29	Societe Generale Effekte
MF36	Societe Generale Effekte
MF37	Societe Generale Effekte
MF42	Societe Generale Effekte
MF47	Societe Generale Effekte
MF48	Societe Generale Effekte
MF49	Societe Generale Effekte
MF75	Societe Generale Effekte
MFON	Ojsc Megafon
MFX	Manx Financial Group Plc
MGAM	Morgan Crucible Co Plc
MGGT	Meggitt Plc
MGHC	M & G High Income Investment Trust Plc
MGHI	M & G High Income Investment Trust Plc
MGHP	M & G High Income Investment Trust Plc
MGHU	M & G High Income Investment Trust Plc
MGHZ	M & G High Income Investment Trust Plc
MGII100	Macquarie 1000 Idx
MGNS	Morgan Sindall Group Plc
MGNT	Ojsc Magnit
MGR	Miton Group Plc
MGTL	Lyxor International Asse
MGTU	Lyxor International Asse
MHDU	Source Markets Public Limited Company
MHDX	Source Markets Public Limited Company
MHID	Mahindra & Mahindra Limi
MHM	Marsh & Mclennan Cos. Inc
MHN	Menhaden Capital Plc
MHPC	Mhp S.A
MIBX	Lyxor International Asse
MIDD	Ishares Plc
MIG	Mobeus Income & Growth 2 Vct Plc
MIG1	Maven Income & Growth Vc
MIG2	Maven Income and Growth
MIG3	Maven Income and Growth
MIG4	Mobeus Income & Growth 4
MIG5	Maven Income and Growth
MIG6	Maven Income and Growth
MIL	Myanmar Investments Inte
MIN	Minoan Group Plc
MINI	Miton UK Microcap Trust
MINT	Pimco Fixed Income Source ETFS Plc
MINV	Ishares Vi Plc (The Comp
MIO	Minco Plc
MIRA	Mirada Plc
MIUSA	Macquarie USA Infrstructure Idx
MIVO	Amundi ETF
MIX	Mobeus Income & Growth Vct Plc
MJW	Majestic Wine Plc
MKLW	Mucklow [A & J] Group Plc
MKS	Marks and Spencer Group Plc
MKT	Market Tech Holdings Lim
MLC	Millennium & Copthorne Hotels Plc
MLD	Mirland Development Corporation Plc
MLIN	Molins Plc
MLPD	Source Markets Public Li
MLPI	Go Ucits ETF Solutions P
MLPP	Source Markets Public Li
MLPQ	Source Markets Public Li
MLPS	Source Markets Public Li
MLPX	Go Ucits ETF Solutions P
MMC	Management Consulting Group Plc
MMH	Marshall Motor Holdings
MMK	Ojsc Magnitogorsk Iron &
MMO	Mercom Oil Sands Plc
MMP	Marwyn Management Partners Plc
MMX	Minds + Machines Group L
MN1X	FTSE Global 100 Index
MNC	Metminco Limited
MNDI	Mondi Plc
MNKS	Monks Investment Trust Plc
MNL	Manchester & London Investment Trust Plc
MNOD	Mmc Norilsk Nickel
MNP	Martin Currie Global Portfolio Trust Plc
MNZS	Menzies[John] Plc
MOGP	Mountfield Group Plc
MOIL	Madagascar Oil Limited
MOLD	Magyar Olaj-Es Gazipare
MOMG	Multi Units Luxembourg
MOMT	Multi Units Luxembourg
MONI	Monitise Plc
MONY	Moneysupermarket.Com Group Plc
MOOO	Barclays Bank Plc
MORT	Mortice Limited
MOS	Mobile Streams Plc
MOSB	Moss Bros Group Plc
MPAP	Source Markets Public Li
MPAS	Source Markets Public Li
MPAY	Mi-Pay Group Plc
MPCE	Source Markets Public Li
MPCX	Source Markets Public Li
MPE	M.P. Evans Group Plc
MPFE	Source Markets Public Li
MPI	Michael Page International Plc
MPM	Mporium Group Plc
MPO	Macau Property Opportunities Fund Limite
MRC	Mercantile Investment Trust [The] Plc
MRCH	Merchants Trust Plc
MRO	Melrose Plc
MRR	Mill Residential REIT Pl
MRW	Morrison [Wm] Supermarkets Plc
MSED	Lyxor Index Fund
MSEU	Lyxor International Asse
MSEX	Lyxor International Asse
MSG	Milestone Group Plc
MSI	MS International Plc
MSLH	Marshalls Plc
MSMN	Mosman Oil and Gas Limit
MSUE	UBS Ag
MSUG	UBS Ag
MSYS	Microsaic Systems Plc
MTC	Mothercare Plc
MTE	Montanaro European Smaller C. Tst Plc
MTEC	Matchtech Group Plc
MTFB	Motif Bio Plc
MTH	Mithras Investment Trust Plc
MTIX	Multi Units France
MTL	Metals Exploration Plc
MTMY	Matomy Media Group Ltd.
MTO	Mitie Group Plc
MTPH	Midatech Pharma Plc
MTR	Metal Tiger Plc
MTRL	SSGA SPDR ETFS Europe II
MTU	Montanaro UK Smaller Companies Investmen
MTV	Motive Television Plc
MTVW	Mountview Estates Plc
MTW	Mattioli Woods Plc
MTXX	Multi Units France
MUBL	Mbl Group Plc
MUL	Mulberry Group Plc
MUR	Murgitroyd Group Plc
MUT	Murray Income Trust Plc
MV1X	FTSE Mv Exchanges Index
MVAU	Multi Units France
MVEU	Ishares Vi Plc (The Comp
MVI	Marwyn Value Investors Limited
MVOL	Ishares Vi Plc (The Comp
MVUS	Ishares Vi Plc (The Comp
MVUX	Multi Units France
MWE	Mti Wireless Edge Ltd.
MWG	Modern Water Plc
MWGT	Miton Worldwide Grwth Inv Tst Plc
MWY	Mid-Wynd International Investment Trust
MXCP	Mxc Capital Plc
MXEU	Source Markets Public Li
MXF	Medicx Fund Limited
MXFP	Source Markets Public Li
MXFS	Source Markets Public Limited Company
MXJP	Source Markets Public Limited Company
MXO	Mx Oil Plc
MXUS	Source Markets Public Limited Company
MXWO	Source Markets Public Limited Company
MXWS	Source Markets Public Li
MYI	Murray International Trust Plc
MYIB	Murray International Trust Plc
MYSL	Mysale Group Plc
MYSQ	Mysquar Limited
MYT	Mytrah Energy Limited
MYX	Mycelx Technologies Corporation
N098	Namibia Local Index
N099	Namibia Overall Index
N135	Namibia Chemicals Index
N175	Ftse/Jse Namibia Indust
N177	Namibia Africa Minning I
N272	Namibia Africa Genaral I
N30X	FTSE Norex 30 Index
N30XN	FTSE Nordic 30
N30XU	FTSE Nordic 30 Index (Us
N353	Namibia Beverages Index
N357	Namibia Africa Food Prod
N400	Source Markets Public Li
N453	Ftse/Namibian Overall In
N4US	Source Markets Public Li
N510	Namibia Basic Materials
N520	Namibia Africa Industria
N530	Namibia Consumer Goods I
N533	Namibia Africa Food&Drug
N537	Namibia Africa General R
N540	Ftse/Namibian Overall In
N550	Namibia Consumer Service
N580	Namibia Africa Financial
N835	Namibia Banks Index
N853	Namibia Africa Nonlife I
N857	Namibia Africa Life Insu
N863	Namibia Real Estate Inve
N867	Ftse/Namibian Overall In
N877	Namibia Africa Genaral F
NAH	Nahl Group Plc
NAIT	North American Income Trust [The] Plc
NAK	Nakama Group Plc
NANO	Nanoco Group Plc
NANW	Nationwide Building Society
NAR	Northamber Plc
NAS	North Atlantic Smaller Companies Investm
NASA	Nasstar Plc
NATE	UBS Ag
NATG	UBS Ag
NATU	UBS Ag
NBB	Norman Broadbent Plc
NBDD	Nb Distressed Debt Investment Fund Limit
NBDG	Nb Distressed Debt Inves
NBDX	Nb Distressed Debt Inves
NBI	Northbridge Industrial Services Plc
NBLS	Nb Global Floating Rate Income Fund Limi
NBLU	Nb Global Floating Rate Income Fund Limi
NBPE	Nb Private Equity Partners Limited
NBPZ	Nb Private Equity Partners Limited
NBR	Namibian Resources Plc
NBSP	Newcastle Building Society
NBSR	Newcastle Building Society
NCA	New Century Aim Vct Plc
NCA2	New Century Aim Vct 2 Pl
NCC	Ncc Group Plc
NCCL	Ncondezi Coal Company Limited
NCE	New City Energy Limited
NCON	Norcon Plc
NCSP	Public Joint Stock Compa
NCT	Northcote Energy Limited
NCYF	New City High Yield Fund Limited
NDKX	FTSE Denmark 20 Index
NDUS	SSGA SPDR ETFS Europe II
NDXH	Amundi Investment Soluti
NEP	Neptune-Calculus Income and Growth Vct P
NEPI	New Europe Property Investments Plc
NESF	Nextenergy Solar Fund Li
NET	Netcall Plc
NETD	Netdimensions [Holdings] Limited
NEW	New World Oil and Gas Plc
NEX	National Express Group Plc
NFC	Next Fifteen Communications Group Plc
NFIX	FTSE Finland 25 Index
NG	NATIONAL GRID TRACO ord gbp0.10
NG1Q	National Grid Plc
NGAF	ETFS Commodity Securities Limited
NGAS	ETFS Commodity Securities Limited
NGL3	Sg Issuer
NGR	Nature Group Plc
NGRL	Lyxor International Asse
NGSP	ETFS Commodity Securities Limited
NHL	Nomad Holdings Limited
NHY	Norsk Hydro A.S.A
NICK	ETFS Commodity Securities Limited
NICL	Nichols Plc
NII	New India Investment Trust Plc
NIPT	Premaitha Health Plc
NJXE	Nomura Next Funds Irelan
NJXU	Nomura Next Funds Irelan
NK4E	Ishares II Plc
NKTN	Nektan Plc
NLG	Arria Nlg Plc
NLGOV01	FTSE Netherlands Governm
NLMK	Ojsc Novolipetsk Steel
NMC	Nmc Health Plc
NMD	North Midland Construction Plc
